Date,JSE,ABSA,CAPITEC,FNB,INVESTEC,NEDBANK,STANDARD,BTC,DOGE,ETH,XMR,XRP
2018-06-22,56856.66,16195,88105,6140,9639,25644,19024,6083.689941,0.002668,465.816986,110.601997,0.486947
2018-06-25,55889.25,15950,87184,6055,9465,25679,18794,6249.180176,0.002485,460.309998,126.761002,0.481753
2018-06-26,55254.66,15900,85854,6089,9452,25093,18485,6093.669922,0.002478,432.772003,120.817001,0.456001
2018-06-27,55369.25,15280,84700,5880,9352,24333,18125,6157.129883,0.002437,442.36499,128.710007,0.47037
2018-06-28,55795.19,15186,84464,6030,9397,24500,18420,5903.439941,0.002357,422.36499,115.810997,0.448458
2018-06-29,57610.98,15999,86800,6389,9606,24958,19187,6218.299805,0.002427,436.009003,126.778,0.45308
2018-07-02,57159.59,15978,88800,6423,9499,25573,19215,6614.180176,0.002703,475.346985,140.501007,0.486122
2018-07-03,57488.76,16376,85300,6568,9593,25940,19442,6529.589844,0.002638,464.195007,138.460999,0.485223
2018-07-04,57600.01,16697,87375,6618,9935,26447,19805,6597.549805,0.00268,467.317993,138.397003,0.490043
2018-07-05,57413.99,16567,87000,6559,9683,26220,19707,6639.140137,0.002599,474.411987,138.753998,0.481625
2018-07-06,57313.87,16442,87000,6422,9785,26180,19200,6673.5,0.002597,474.011993,134.044998,0.479151
2018-07-09,58219.9,16775,90000,6650,10023,26724,19780,6741.75,0.002603,476.682007,135.733002,0.47427
2018-07-10,58027.11,16530,90607,6563,9861,26467,19491,6329.950195,0.002411,434.424011,121.478996,0.445042
2018-07-11,57231.01,16200,90304,6512,9600,25947,19288,6394.709961,0.002425,446.518005,125.387001,0.450233
2018-07-12,56849.36,16179,89730,6531,9500,25616,19192,6228.810059,0.002306,430.074005,120.238998,0.435364
2018-07-13,56364.14,15907,90352,6500,9501,25620,19367,6238.049805,0.002332,434.027008,122.529999,0.438741
2018-07-16,55442.03,15608,90582,6314,9390,25305,18898,6741.75,0.002854,480.65799,135.274994,0.483401
2018-07-17,56113.06,15800,92100,6514,9521,25744,19474,7321.040039,0.003228,501.002014,144.070999,0.505587
2018-07-18,56237.19,15971,91954,6538,9580,26114,19482,7370.779785,0.003712,480.513,139.766006,0.486389
2018-07-19,56276.71,15684,92400,6472,9480,26107,19400,7466.859863,0.003844,469.618988,139.533997,0.476433
2018-07-20,56990.19,16199,94917,6600,9595,26890,19907,7354.129883,0.00341,450.697998,130.171997,0.446994
2018-07-23,56556.8,16012,95740,6490,9546,26663,19694,7711.109863,0.003431,450.852997,133.574997,0.445276
2018-07-24,57054.84,16226,94662,6577,9639,27075,19800,8424.269531,0.00362,479.372986,147.399002,0.457623
2018-07-25,56387.86,16320,94197,6580,9326,26741,19473,8181.390137,0.003543,472.493011,142.735992,0.459829
2018-07-26,56743.25,16645,94349,6631,9356,26793,19755,7951.580078,0.003393,464.036987,136.813995,0.44992
2018-07-27,57162.38,16733,95220,6700,9479,26862,19928,8165.009766,0.003418,469.665985,140.063995,0.453635
2018-07-30,57313.14,16988,93180,6790,9570,27350,20301,8180.47998,0.003273,457.080994,131.802002,0.446107
2018-07-31,57432.46,17189,95153,6927,9513,27286,20385,7780.439941,0.002945,433.867004,122.318001,0.435225
2018-08-01,57399.53,16998,95970,6877,9331,26997,20308,7624.910156,0.00316,420.747009,128.154007,0.445852
2018-08-02,56470.72,16730,93700,6734,9190,26405,19664,7567.149902,0.002946,412.621002,122.792999,0.430254
2018-08-03,57118.02,17126,95405,6877,9150,26827,19803,7434.390137,0.002918,418.261993,120.018997,0.440571
2018-08-06,56861.21,16616,94827,6700,9168,26440,19489,6951.799805,0.002779,406.65799,113.544998,0.414081
2018-08-07,57705.64,16598,94333,6770,9310,26014,19579,6753.120117,0.002671,380.214996,108.039001,0.381006
2018-08-08,57786.3,16750,95200,6785,9204,26527,19590,6305.799805,0.002415,356.613007,94.534103,0.331944
2018-08-10,57703.02,16236,93696,6535,9181,25685,18804,6184.709961,0.002392,334.175995,91.721497,0.320426
2018-08-13,57885.25,16025,92501,6305,9125,25895,18660,6297.569824,0.002331,286.494995,88.237198,0.277466
2018-08-14,57608.93,16261,92139,6530,9180,26383,18925,6199.709961,0.00226,278.932007,84.178703,0.274272
2018-08-15,55646.15,15700,90756,6220,8944,25692,18425,6308.52002,0.002303,282.364014,89.5485,0.282005
2018-08-16,56562.33,16100,93313,6369,9173,26215,18718,6334.72998,0.002292,288.04599,91.078499,0.292436
2018-08-17,56647.52,15818,93841,6297,9220,25896,18377,6580.629883,0.002455,315.729004,99.202202,0.366676
2018-08-20,57145.61,15970,94099,6385,9269,26000,18550,6308.529785,0.002369,274.315002,93.374802,0.319283
2018-08-21,57186.66,15814,98000,6520,9225,26600,18634,6488.759766,0.002424,281.944,94.915802,0.335177
2018-08-22,58125.94,15950,98533,6655,9245,27150,18948,6376.709961,0.002315,271.341003,90.080597,0.319803
2018-08-23,58204.71,16014,101000,6670,9156,27270,18928,6534.879883,0.002385,277.104004,90.062897,0.327709
2018-08-24,58797.67,16075,100000,6780,9170,27039,18670,6719.959961,0.002426,282.96701,93.761101,0.327606
2018-08-27,59655.55,16643,100600,6987,9580,28022,19325,6884.640137,0.002462,285.602997,104.528999,0.336903
2018-08-28,60039.27,16811,101500,7078,9726,28324,19473,7096.279785,0.002607,296.498993,107.523003,0.351837
2018-08-29,60165.5,16472,101000,7019,9726,28055,18953,7047.160156,0.002606,289.312012,103.554001,0.344803
2018-08-30,58802.68,16350,99622,6940,9708,27814,18500,6978.22998,0.003206,284.105011,102.814003,0.335444
2018-08-31,58668.47,16255,100275,7070,9617,27798,18634,7037.580078,0.004794,283.003998,116.657997,0.335332
2018-09-03,58711.15,16391,101799,7058,9801,27860,18658,7260.060059,0.005266,289.259003,135.554993,0.335961
2018-09-04,57891.82,15703,98515,6705,9548,26848,17950,7361.660156,0.005269,285.722992,137.951004,0.331652
2018-09-05,57102.13,15400,98624,6482,9674,25504,17400,6792.830078,0.004931,232.330994,115.064003,0.283601
2018-09-06,57130.48,15771,98070,6735,9663,26333,17834,6529.169922,0.00501,230.214996,117.489998,0.30271
2018-09-07,57068.44,15600,97903,6891,9511,26274,18100,6467.069824,0.005307,217.203003,111.879997,0.291435
2018-09-10,56715.26,15450,96800,6862,9414,26000,17770,6329.700195,0.006892,197.078995,105.643997,0.270321
2018-09-11,56174,15413,97213,6878,9448,26510,17754,6321.200195,0.006329,185.065994,105.644997,0.26371
2018-09-12,55952.04,14970,97000,6640,9492,26560,17282,6351.799805,0.006455,183.330994,104.322998,0.270087
2018-09-13,56166.86,14763,96200,6708,9407,26464,17542,6517.310059,0.006554,211.354004,112.035004,0.280583
2018-09-14,56581.88,15000,96300,6722,10329,26111,17614,6512.709961,0.00618,211.748993,116.967003,0.277159
2018-09-17,56298.64,14590,94100,6600,10056,25900,17200,6281.200195,0.006243,197.875,107.193001,0.272251
2018-09-18,56381.29,14700,94583,6684,10124,25935,17461,6371.299805,0.005981,209.975006,112.447998,0.32186
2018-09-19,56445.57,15107,95744,6789,10251,26300,18021,6398.540039,0.005609,209.968994,109.514,0.326053
2018-09-20,56546.8,15038,93100,6900,10376,26000,17903,6519.669922,0.005695,224.591003,116.278,0.449918
2018-09-21,57164.25,15510,97521,7123,10531,27224,18348,6734.950195,0.005684,246.584,123.737999,0.561462
2018-09-25,56882.74,15300,96400,6964,10313,26320,17615,6446.470215,0.005686,218.505005,116.402,0.526941
2018-09-26,56570.14,15500,98199,6831,10366,26272,17675,6495,0.005695,215.847,115.593002,0.516308
2018-09-27,55988.57,15431,102756,6885,10252,26370,17720,6676.75,0.005879,228.494003,119.254997,0.541381
2018-09-28,55708.47,15188,102424,6787,9953,26463,17500,6644.129883,0.005831,222.401993,117.055,0.539112
